570;18
576;1
530;6
730;678
387;12
252;5
444;1
335;51
719;11
533;209
702;189
298;9
690;412
522;8
453;1
44;25
685;11
442;2
393;19
671;1059
153;1
651;6
694;6
731;21
737;149
211;112
660;20
73;447
534;21
205;420
254;25
732;925
689;268
523;197
454;10
657;1
371;1
663;1
909;1
76;12
680;10
586;84
643;17
449;39
827;2
718;3
724;4
203;1
695;116
389;5
495;32
569;1
907;5
715;39
74;576
369;4
727;5
529;23
741;42
443;2
